code_insee,commune,departement,code_departement,population
78306,Tremblay-sur-Mauldre,Yvelines,78,930
78307,Tricot,Yvelines,78,
78308,Trossy,Yvelines,78,
78309,Les Ulis,Yvelines,78,
78311,Us,Yvelines,78,
78312,Vaux-sur-Seine,Yvelines,78,5202
78313,Vélizy-Villacoublay,Yvelines,78,23011
78314,Verneuil-sur-Seine,Yvelines,78,16280
78316,Vernouillet,Yvelines,78,9699
78317,La Verrière,Yvelines,78,5994
78318,Versailles,Yvelines,78,84095
78319,Vert,Yvelines,78,852
78320,Vieille-Église-en-Yvelines,Yvelines,78,652
78321,Les Vieilles-Maisons-sur-Joudry,Yvelines,78,
78322,Le Vésinet,Yvelines,78,15554
78323,Vicq,Yvelines,78,389
78324,Villecresnes,Yvelines,78,
78325,Villepreux,Yvelines,78,11931
78327,Villiers-le-Mahieu,Yvelines,78,888
78328,Villiers-Saint-Frédéric,Yvelines,78,3395
78330,Viroflay,Yvelines,78,17237
78332,Voisins-le-Bretonneux,Yvelines,78,10624
78334,Wissous,Yvelines,78,
78336,Yvelines,Yvelines,78,1468
78339,Beynes,Yvelines,78,7704
78340,Drocourt,Yvelines,78,554
91001,Abbéville-la-Rivière,Essonne,91,322
91002,Angerville,Essonne,91,4428
91003,Arpajon,Essonne,91,11698
91004,Arrancourt,Essonne,91,115
91021,Athis-Mons,Essonne,91,36613
91022,Authon-la-Plaine,Essonne,91,368
91023,Auvernaux,Essonne,91,332
91024,Auvers-Saint-Georges,Essonne,91,1223
91025,Avrainville,Essonne,91,1052
91026,Ballainvilliers,Essonne,91,4904
91027,Ballancourt-sur-Essonne,Essonne,91,8191
91030,Baulne,Essonne,91,1448
91037,Bièvres,Essonne,91,4686
91038,Boissy-la-Rivière,Essonne,91,550
91039,Boissy-le-Cutté,Essonne,91,1331
91040,Boissy-le-Sec,Essonne,91,690
91041,Boissy-sous-Saint-Yon,Essonne,91,3882
91044,Bouray-sur-Juine,Essonne,91,2108
91045,Boussy-Saint-Antoine,Essonne,91,8097
91047,Boutervilliers,Essonne,91,429
91048,Boutigny-sur-Essonne,Essonne,91,3146
91049,Bouville,Essonne,91,669
91051,Brétigny-sur-Orge,Essonne,91,26658
91052,Breuillet,Essonne,91,9157
91053,Breux-Jouy,Essonne,91,1285
91054,Briis-sous-Forges,Essonne,91,3342
91056,Brunoy,Essonne,91,25643
91057,Bruyères-le-Châtel,Essonne,91,3788
91058,Buno-Bonnevaux,Essonne,91,527
91059,Bures-sur-Yvette,Essonne,91,9548
91060,Cerny,Essonne,91,3531
91064,Chamarande,Essonne,91,1089
91065,Champcueil,Essonne,91,2854
91066,Cheptainville,Essonne,91,2204
91067,Chilly-Mazarin,Essonne,91,20443
91070,Courcouronnes,Essonne,91,66919
91071,Courson-Monteloup,Essonne,91,563
91072,Crosne,Essonne,91,9610
91073,Corbeil-Essonnes,Essonne,91,54471
91075,D'Huison-Longueville,Essonne,91,1557
91078,Dourdan,Essonne,91,11415
91079,Draveil,Essonne,91,30098
91081,Égly,Essonne,91,7166
91082,Épinay-sous-Sénart,Essonne,91,11611
91084,Étampes,Essonne,91,26857
91085,Évry-Courcouronnes,Essonne,91,66919
91086,Fermaincourt,Essonne,91,
91088,Fontenay-le-Vicomte,Essonne,91,1596
91089,La Ferté-Alais,Essonne,91,3731
91090,Forges-les-Bains,Essonne,91,4241
91091,Gif-sur-Yvette,Essonne,91,22544
91092,Gometz-la-Ville,Essonne,91,1536
91093,Gometz-le-Châtel,Essonne,91,2630
91097,Grigny,Essonne,91,26842
91098,Guibeville,Essonne,91,923
91099,Guillerval,Essonne,91,808
91103,Igny,Essonne,91,10833
91104,Itteville,Essonne,91,6746
91106,Janvry,Essonne,91,654
91109,Juvisy-sur-Orge,Essonne,91,19292
91112,Lardy,Essonne,91,5530
91113,Leudeville,Essonne,91,1562
91114,Limours,Essonne,91,6517
91115,Linas,Essonne,91,7987
91116,Lisses,Essonne,91,7373
91117,Longjumeau,Essonne,91,21996
91118,Longpont-sur-Orge,Essonne,91,6482
91119,Les Loges-en-Josas,Essonne,91,
91121,Louville-la-Chenard,Essonne,91,
91122,Marolles-en-Beauce,Essonne,91,237
91123,Marolles-en-Hurepoix,Essonne,91,5708
91124,Marcoussis,Essonne,91,8618
91125,Mauchamps,Essonne,91,387
91126,Méréville,Essonne,91,
91128,Milly-la-Forêt,Essonne,91,4562
91129,Moigny-sur-École,Essonne,91,1294
91130,Mons,Essonne,91,36613
91131,Montlhéry,Essonne,91,9772
91132,Morigny-Champigny,Essonne,91,4412
91133,Morsang-sur-Orge,Essonne,91,21667
91134,Morsang-sur-Seine,Essonne,91,583
91135,Nainville-les-Roches,Essonne,91,564
91137,Nozay,Essonne,91,4471
91138,Ollainville,Essonne,91,5455
91139,Oncy-sur-École,Essonne,91,1042
91141,Orsay,Essonne,91,16498
91143,Vert-le-Grand,Essonne,91,2444
91144,Palaiseau,Essonne,91,37471
91145,Paray-Vieille-Poste,Essonne,91,8202
91146,Plessis-Pâté,Essonne,91,4154
91147,La Norville,Essonne,91,4268
91149,Pringy,Essonne,91,
91150,Pussay,Essonne,91,2288
91154,Richarville,Essonne,91,386
91155,Roinville,Essonne,91,1319
91156,Roinvilliers,Essonne,91,112
91157,Ris-Orangis,Essonne,91,31189
91158,La Rochette,Essonne,91,
91159,Saclas,Essonne,91,1819
91160,Saclay,Essonne,91,4437
91161,Saint-Aubin,Essonne,91,661
91162,Saint-Chéron,Essonne,91,5132
91163,Saint-Cyr-sous-Dourdan,Essonne,91,982
91164,Saint-Cyr-la-Rivière,Essonne,91,466
91165,Saint-Escobille,Essonne,91,454
91166,Saint-Germain-lès-Arpajon,Essonne,91,11623
91167,Saint-Germain-lès-Corbeil,Essonne,91,7469
91168,Saint-Hilaire,Essonne,91,401
91169,Saint-Jean-de-Beauregard,Essonne,91,471
91172,Saint-Maurice-Montcouronne,Essonne,91,1543
91173,Saint-Michel-sur-Orge,Essonne,91,21776
91174,Saint-Pierre-du-Perray,Essonne,91,11993
91175,Saint-Sulpice-de-Favières,Essonne,91,272
91176,Saint-Yon,Essonne,91,923
91177,Sainte-Geneviève-des-Bois,Essonne,91,35438
91178,Saintry-sur-Seine,Essonne,91,5882
91179,Saulx-les-Chartreux,Essonne,91,6733
91180,Savigny-sur-Orge,Essonne,91,37601
91181,Sermaise,Essonne,91,1617
91182,Soisy-sur-École,Essonne,91,1174
91183,Soisy-sur-Seine,Essonne,91,7418
91184,Soisy-sous-Montmorency,Essonne,91,
91186,Souzy-la-Briche,Essonne,91,503
91187,Tigery,Essonne,91,4333
91188,Torfou,Essonne,91,294
91190,Varennes-Jarcy,Essonne,91,2465
91192,Vayres-sur-Essonne,Essonne,91,978
91193,Verrières-le-Buisson,Essonne,91,15057
91194,Vert-le-Petit,Essonne,91,2714
91195,Videlles,Essonne,91,581
91197,Vigneux-sur-Seine,Essonne,91,31466
91200,Villabé,Essonne,91,5830
91201,La Ville-du-Bois,Essonne,91,8161
91202,Villebon-sur-Yvette,Essonne,91,10291
91203,Villeconin,Essonne,91,766
91204,Villemoisson-sur-Orge,Essonne,91,7332
91205,Villeneuve-sur-Auvers,Essonne,91,593
91206,Villiers-le-Bâcle,Essonne,91,1031
91208,Villiers-sur-Orge,Essonne,91,4545
91210,Viry-Châtillon,Essonne,91,30838
91211,Wissous,Essonne,91,7151
91212,Yerres,Essonne,91,27906
92002,Antony,Hauts-de-Seine,92,64263
92004,Asnières-sur-Seine,Hauts-de-Seine,92,93941
92007,Bagneux,Hauts-de-Seine,92,44572
92009,Bois-Colombes,Hauts-de-Seine,92,28909
92012,Boulogne-Billancourt,Hauts-de-Seine,92,119019
92014,Bourg-la-Reine,Hauts-de-Seine,92,21019
92019,Châtenay-Malabry,Hauts-de-Seine,92,35825
92020,Châtillon,Hauts-de-Seine,92,36705
92022,Chaville,Hauts-de-Seine,92,20594
92023,Clamart,Hauts-de-Seine,92,58576
92024,Clichy,Hauts-de-Seine,92,64410
92025,Colombes,Hauts-de-Seine,92,91053
92026,Courbevoie,Hauts-de-Seine,92,82902
92032,Fontenay-aux-Roses,Hauts-de-Seine,92,24070
92033,Garches,Hauts-de-Seine,92,17743
92035,La Garenne-Colombes,Hauts-de-Seine,92,30197
92036,Gennevilliers,Hauts-de-Seine,92,50979
92040,Issy-les-Moulineaux,Hauts-de-Seine,92,67669
92044,Levallois-Perret,Hauts-de-Seine,92,68092
92046,Malakoff,Hauts-de-Seine,92,30557
92047,Marnes-la-Coquette,Hauts-de-Seine,92,1752
92048,Meudon,Hauts-de-Seine,92,46334
92049,Montrouge,Hauts-de-Seine,92,46324
92050,Nanterre,Hauts-de-Seine,92,97783
92051,Neuilly-sur-Seine,Hauts-de-Seine,92,59538
92060,Le Plessis-Robinson,Hauts-de-Seine,92,28848
92062,Puteaux,Hauts-de-Seine,92,44002
92063,Rueil-Malmaison,Hauts-de-Seine,92,82874
92064,Saint-Cloud,Hauts-de-Seine,92,29855
92071,Sceaux,Hauts-de-Seine,92,20884
92072,Sèvres,Hauts-de-Seine,92,22303
92073,Suresnes,Hauts-de-Seine,92,48956
92074,Triell-sur-Seine,Hauts-de-Seine,92,
92075,Vanves,Hauts-de-Seine,92,28622
92076,Vaucresson,Hauts-de-Seine,92,8432
92077,Ville-d'Avray,Hauts-de-Seine,92,11089
92078,Villeneuve-la-Garenne,Hauts-de-Seine,92,26021
93001,Aubervilliers,Seine-Saint-Denis,93,88365
93005,Aulnay-sous-Bois,Seine-Saint-Denis,93,87599
93006,Bagnolet,Seine-Saint-Denis,93,43086
93007,Le Blanc-Mesnil,Seine-Saint-Denis,93,62376
93008,Bobigny,Seine-Saint-Denis,93,56927
93010,Bondy,Seine-Saint-Denis,93,50595
93011,Le Bourget,Seine-Saint-Denis,93,15925
93012,Clichy-sous-Bois,Seine-Saint-Denis,93,29354
93013,Coubron,Seine-Saint-Denis,93,5175
93014,La Courneuve,Seine-Saint-Denis,93,47167
93015,Drancy,Seine-Saint-Denis,93,72390
93016,Dugny,Seine-Saint-Denis,93,11700
93017,Épinay-sur-Seine,Seine-Saint-Denis,93,52833
93018,Les Pavillons-sous-Bois,Seine-Saint-Denis,93,25804
93019,Gagny,Seine-Saint-Denis,93,42313
93020,Gournay-sur-Marne,Seine-Saint-Denis,93,7320
93021,L'Île-Saint-Denis,Seine-Saint-Denis,93,8696
93022,Les Lilas,Seine-Saint-Denis,93,23843
93023,Livry-Gargan,Seine-Saint-Denis,93,47228
93024,Montfermeil,Seine-Saint-Denis,93,28703
93025,Montreuil,Seine-Saint-Denis,93,111934
93026,Montmagny,Seine-Saint-Denis,93,
93027,Neuilly-Plaisance,Seine-Saint-Denis,93,21941
93028,Neuilly-sur-Marne,Seine-Saint-Denis,93,39800
93029,Noisy-le-Grand,Seine-Saint-Denis,93,72978
93030,Noisy-le-Sec,Seine-Saint-Denis,93,45510
93031,Pantin,Seine-Saint-Denis,93,61929
93032,Les Pavillons-sous-Bois,Seine-Saint-Denis,93,25804
93033,Pierrefitte-sur-Seine,Seine-Saint-Denis,93,
93034,Le Raincy,Seine-Saint-Denis,93,14735
93035,Romainville,Seine-Saint-Denis,93,37152
93036,Rosny-sous-Bois,Seine-Saint-Denis,93,47180
93037,Saint-Denis,Seine-Saint-Denis,93,149077
93038,Saint-Ouen-sur-Seine,Seine-Saint-Denis,93,53615
93039,Sevran,Seine-Saint-Denis,93,52535
93040,Stains,Seine-Saint-Denis,93,41388
93041,Tremblay-en-France,Seine-Saint-Denis,93,38348
93042,Vaujours,Seine-Saint-Denis,93,8007
93043,Villemomble,Seine-Saint-Denis,93,29795
93044,Villepinte,Seine-Saint-Denis,93,41470
93045,Villetaneuse,Seine-Saint-Denis,93,12530
94001,Ablon-sur-Seine,Val-de-Marne,94,5988
94002,Alfortville,Val-de-Marne,94,45531
94003,Arcueil,Val-de-Marne,94,22200
94004,Boissy-Saint-Léger,Val-de-Marne,94,17325
94005,Bonneuil-sur-Marne,Val-de-Marne,94,18270
94006,Bry-sur-Marne,Val-de-Marne,94,18503
94007,Cachan,Val-de-Marne,94,31103
94008,Charenton-le-Pont,Val-de-Marne,94,28830
94009,Chennevières-sur-Marne,Val-de-Marne,94,18710
94010,Chevilly-Larue,Val-de-Marne,94,19826
94011,Choisy-le-Roi,Val-de-Marne,94,45946
94012,Créteil,Val-de-Marne,94,93397
94013,Fontenay-sous-Bois,Val-de-Marne,94,53757
94014,Fresnes,Val-de-Marne,94,29528
94015,Gentilly,Val-de-Marne,94,19963
94016,L'Haÿ-les-Roses,Val-de-Marne,94,31188
94017,Ivry-sur-Seine,Val-de-Marne,94,65064
94018,Joinville-le-Pont,Val-de-Marne,94,20525
94019,Le Kremlin-Bicêtre,Val-de-Marne,94,24110
94020,Limeil-Brévannes,Val-de-Marne,94,27406
94021,Maisons-Alfort,Val-de-Marne,94,56799
94023,La Queue-en-Brie,Val-de-Marne,94,12241
94024,Mandres-les-Roses,Val-de-Marne,94,4922
94025,Marolles-en-Brie,Val-de-Marne,94,4781
94026,Noiseau,Val-de-Marne,94,4628
94027,Nogent-sur-Marne,Val-de-Marne,94,32455
94028,Orly,Val-de-Marne,94,24658
94029,Ormesson-sur-Marne,Val-de-Marne,94,10977
94030,Périgny,Val-de-Marne,94,2724
94031,Le Perreux-sur-Marne,Val-de-Marne,94,35260
94032,Rungis,Val-de-Marne,94,5611
94033,Saint-Maur-des-Fossés,Val-de-Marne,94,76572
94034,Saint-Mandé,Val-de-Marne,94,21071
94035,Santeny,Val-de-Marne,94,3913
94036,Sucy-en-Brie,Val-de-Marne,94,27764
94037,Thiais,Val-de-Marne,94,32918
94038,Valenton,Val-de-Marne,94,14406
94039,Villejuif,Val-de-Marne,94,60183
94040,Villeneuve-le-Roi,Val-de-Marne,94,21000
94041,Villeneuve-Saint-Georges,Val-de-Marne,94,36221
94042,Villiers-sur-Marne,Val-de-Marne,94,33162
94043,Vincennes,Val-de-Marne,94,48193
94044,Vitry-sur-Seine,Val-de-Marne,94,93963
95002,Aincourt,Val-d'Oise,95,854
95003,Ambleville,Val-d'Oise,95,388
95005,Andilly,Val-d'Oise,95,2742
95007,Argenteuil,Val-d'Oise,95,106130
95008,Arnouville,Val-d'Oise,95,15023
95010,Arronville,Val-d'Oise,95,618
95011,Arthies,Val-d'Oise,95,265
95013,Asnieres-sur-Oise,Val-d'Oise,95,3127
95015,Attainville,Val-d'Oise,95,1904
95016,Auvers-sur-Oise,Val-d'Oise,95,6863
95018,Avernes,Val-d'Oise,95,871
95019,Baillet-en-France,Val-d'Oise,95,2021
95021,Banthelu,Val-d'Oise,95,146
95025,Beaumont-sur-Oise,Val-d'Oise,95,10232
95027,Bernes-sur-Oise,Val-d'Oise,95,2684
95029,Bessancourt,Val-d'Oise,95,8869
95030,Béthemont-la-Forêt,Val-d'Oise,95,435
95034,Boisemont,Val-d'Oise,95,892
95036,Boissy-l'Aillerie,Val-d'Oise,95,2120
95038,Boran-sur-Oise,Val-d'Oise,95,
95039,Bornel,Val-d'Oise,95,
95040,Bougival,Val-d'Oise,95,
95041,Bouffémont,Val-d'Oise,95,6593
95044,Bouqueval,Val-d'Oise,95,314
95045,Brignancourt,Val-d'Oise,95,262
95046,Bray-et-Lû,Val-d'Oise,95,954
95049,Bruyères-sur-Oise,Val-d'Oise,95,4921
95052,Butry-sur-Oise,Val-d'Oise,95,2252
95054,Cergy,Val-d'Oise,95,70906
95055,Chars,Val-d'Oise,95,2006
95056,Chaumontel,Val-d'Oise,95,3332
95057,Chaussy,Val-d'Oise,95,631
95058,Chennevières-lès-Louvres,Val-d'Oise,95,282
95059,Cléry-en-Vexin,Val-d'Oise,95,476
95060,Commeny,Val-d'Oise,95,646
95061,Condécourt,Val-d'Oise,95,564
95062,Courdimanche,Val-d'Oise,95,7311
95063,Cormeilles-en-Parisis,Val-d'Oise,95,27292
95064,Cormeilles-en-Vexin,Val-d'Oise,95,1297
95065,Courcelles-sur-Viosne,Val-d'Oise,95,310
95068,Deuil-la-Barre,Val-d'Oise,95,23099
95069,Domont,Val-d'Oise,95,16065
95071,Écouen,Val-d'Oise,95,7202
95072,Énery,Val-d'Oise,95,
95074,Épiais-lès-Louvres,Val-d'Oise,95,156
95075,Épiais-Rhus,Val-d'Oise,95,603
95076,Épinay-Champlâtreux,Val-d'Oise,95,57
95079,Éragny,Val-d'Oise,95,18436
95080,Ermont,Val-d'Oise,95,29489
95083,Fontenay-en-Parisis,Val-d'Oise,95,2219
95086,Fosses,Val-d'Oise,95,10570
95087,Franconville,Val-d'Oise,95,37754
95088,Frémécourt,Val-d'Oise,95,526
95091,Frouville,Val-d'Oise,95,347
95093,Garges-lès-Gonesse,Val-d'Oise,95,41791
95098,Gonesse,Val-d'Oise,95,27707
95100,Goussainville,Val-d'Oise,95,31301
95101,Grisy-les-Plâtres,Val-d'Oise,95,709
95104,Guiry-en-Vexin,Val-d'Oise,95,161
95105,Groslay,Val-d'Oise,95,8453
95107,Hadancourt-le-Haut-Clocher,Val-d'Oise,95,
95109,Haravilliers,Val-d'Oise,95,589
95114,Herblay-sur-Seine,Val-d'Oise,95,31779
95116,Hodent,Val-d'Oise,95,225
95119,L'Isle-Adam,Val-d'Oise,95,12493
95120,Jagny-sous-Bois,Val-d'Oise,95,269
95121,Jouy-le-Moutier,Val-d'Oise,95,17854
95122,Lavilletertre,Val-d'Oise,95,
95124,Le Bellay-en-Vexin,Val-d'Oise,95,224
95126,Livilliers,Val-d'Oise,95,389
95127,Longuesse,Val-d'Oise,95,496
95130,Louvres,Val-d'Oise,95,12560
95131,Labbeville,Val-d'Oise,95,641
95133,Maffliers,Val-d'Oise,95,1856
95134,Magny-en-Vexin,Val-d'Oise,95,5779
95136,Marines,Val-d'Oise,95,3594
95137,Marly-la-Ville,Val-d'Oise,95,6022
95138,Mareil-en-France,Val-d'Oise,95,734
95141,Maurecourt,Val-d'Oise,95,
95142,Ménil-Montant,Val-d'Oise,95,
95143,Menouville,Val-d'Oise,95,62
95144,Menucourt,Val-d'Oise,95,6184
95145,Meriel,Val-d'Oise,95,5347
95146,Méru,Val-d'Oise,95,
95148,Mery-sur-Oise,Val-d'Oise,95,9983
95150,Le Mesnil-Aubry,Val-d'Oise,95,914
95151,Le Mesnil-en-Thelle,Val-d'Oise,95,
95153,Moisselles,Val-d'Oise,95,1261
95155,Montigny-lès-Cormeilles,Val-d'Oise,95,22457
95157,Montlignon,Val-d'Oise,95,3038
95158,Montmagny,Val-d'Oise,95,15105
95159,Montmorency,Val-d'Oise,95,21763
95160,Montreuil-sur-Epte,Val-d'Oise,95,377
95161,Montsoult,Val-d'Oise,95,4023
95163,Mours,Val-d'Oise,95,1693
95164,Moussy,Val-d'Oise,95,108
95165,Nerville-la-Forêt,Val-d'Oise,95,756
95168,Nesles-la-Vallée,Val-d'Oise,95,1842
95169,Neuilly-en-Vexin,Val-d'Oise,95,240
95170,Neuville-sur-Oise,Val-d'Oise,95,2058
95172,Nointel,Val-d'Oise,95,903
95173,Noisy-sur-Oise,Val-d'Oise,95,549
95176,Nucourt,Val-d'Oise,95,719
95177,Oinville-sur-Montcient,Val-d'Oise,95,
95178,Omerville,Val-d'Oise,95,327
95180,Osny,Val-d'Oise,95,17954
95182,Parmain,Val-d'Oise,95,5655
95183,Le Perchay,Val-d'Oise,95,504
95184,Pierrelaye,Val-d'Oise,95,10130
95185,Piscop,Val-d'Oise,95,768
95187,Le Plessis-Bouchard,Val-d'Oise,95,8518
95188,Le Plessis-Gassot,Val-d'Oise,95,102
95189,Le Plessis-Luzarches,Val-d'Oise,95,152
95190,Pontoise,Val-d'Oise,95,31970
95191,Presles,Val-d'Oise,95,4017
95192,Puiseux-en-France,Val-d'Oise,95,3765
95193,Puiseux-Pontoise,Val-d'Oise,95,603
95197,Roissy-en-France,Val-d'Oise,95,2674
95199,Ronquerolles,Val-d'Oise,95,907
95200,Rosny-sur-Seine,Val-d'Oise,95,
95201,Sagy,Val-d'Oise,95,1096
95202,Saint-Brice-sous-Forêt,Val-d'Oise,95,15063
95204,Saint-Clair-sur-Epte,Val-d'Oise,95,964
95205,Saint-Cyr-en-Arthies,Val-d'Oise,95,236
95206,Saint-Gervais,Val-d'Oise,95,878
95209,Saint-Gratien,Val-d'Oise,95,21336
95210,Saint-Leu-la-Forêt,Val-d'Oise,95,16138
95211,Saint-Martin-du-Tertre,Val-d'Oise,95,2689
95212,Saint-Ouen-l'Aumône,Val-d'Oise,95,25578
95215,Saint-Prix,Val-d'Oise,95,7612
95216,Sainte-Geneviève-lès-Gasny,Val-d'Oise,95,
95218,Sannois,Val-d'Oise,95,26924
95219,Santeuil,Val-d'Oise,95,658
95220,Sarcelles,Val-d'Oise,95,59173
95222,Seraincourt,Val-d'Oise,95,1305
95223,Seugy,Val-d'Oise,95,1044
95224,Silly-Tillard,Val-d'Oise,95,
95225,Soisy-sous-Montmorency,Val-d'Oise,95,18008
95226,Survilliers,Val-d'Oise,95,4091
95228,Taverny,Val-d'Oise,95,27593
95229,Théméricourt,Val-d'Oise,95,283
95232,Theuville,Val-d'Oise,95,53
95234,Us,Val-d'Oise,95,1374
95235,Valmondois,Val-d'Oise,95,1208
95236,Vallangoujard,Val-d'Oise,95,625
95238,Vauréal,Val-d'Oise,95,16079
95240,Vétheuil,Val-d'Oise,95,849
95241,Viarmes,Val-d'Oise,95,5558
95242,Vigny,Val-d'Oise,95,1137
95243,Villaines-sous-Bois,Val-d'Oise,95,778
95244,Villeron,Val-d'Oise,95,1766
95245,Villers-en-Arthies,Val-d'Oise,95,498
95246,Villiers-Adam,Val-d'Oise,95,858
95247,Villiers-le-Bel,Val-d'Oise,95,30053
95249,Villiers-le-Sec,Val-d'Oise,95,205
95250,Wy-dit-Joli-Village,Val-d'Oise,95,326
95252,Cergy,Val-d'Oise,95,70906
95256,Bouffémont,Val-d'Oise,95,6593
95258,Épluches,Val-d'Oise,95,
95259,Eaubonne,Val-d'Oise,95,26211
95262,Pierrefitte-sur-Seine,Val-d'Oise,95,
95265,Bezons,Val-d'Oise,95,36434
95270,Enghien-les-Bains,Val-d'Oise,95,11432
95272,Argenteuil,Val-d'Oise,95,106130
95280,Andilly,Val-d'Oise,95,2742
